,key,name,persons,price,type,prep_time,cook_time,diet,scalability,rating,len_procedure,len_ingredients,len_subassembly
0,french-onion-soup,French Onion Soup,4,10,soup,20 min,90 min,vegetarian/vegan,good,5,7,8,1
